sample_ID;ID;code;place;habitat;habitat_norm;sampling;depth;date;;latitude;longitude;MBC;fixative;Mesh
teth_2_100;TETH 2;TETH 2;Tethys Bay;sediment, silt;silt;benna da gommone;70;30/01/2019;;-74,6989;164,042;200, 100, 50, 20;ethanol;100
teth_2_200;TETH 2;TETH 2;Tethys Bay;sediment, silt;silt;benna da gommone;70;30/01/2019;;-74,6989;164,042;200, 100, 50, 20;ethanol;200
teth_5_20;TETH 5;TETH 5;Tethys Bay;spicule mat;spicule;benna da gommone;70;30/01/2019;;-74,6989;164,042;200, 100, 50, 20;ethanol;20
teth_5_50;TETH 5;TETH 5;Tethys Bay;spicule mat;spicule;benna da gommone;70;30/01/2019;;-74,6989;164,042;200, 100, 50, 20;ethanol;50
teth_5_100;TETH 5;TETH 5;Tethys Bay;spicule mat;spicule;benna da gommone;70;30/01/2019;;-74,6989;164,042;200, 100, 50, 20;ethanol;100
teth_5_200;TETH 5;TETH 5;Tethys Bay;spicule mat;spicule;benna da gommone;70;30/01/2019;;-74,6989;164,042;200, 100, 50, 20;ethanol;200
teth_6_50;TETH 6;TETH 6;Tethys Bay;spicule mat;spicule;benna da gommone;70;31/01/2019;;-74,6989;164,042;200, 100, 50, 20;ethanol;50
teth_6_100;TETH 6;TETH 6;Tethys Bay;spicule mat;spicule;benna da gommone;70;31/01/2019;;-74,6989;164,042;200, 100, 50, 20;ethanol;100
teth_6_200;TETH 6;TETH 6;Tethys Bay;spicule mat;spicule;benna da gommone;70;31/01/2019;;-74,6989;164,042;200, 100, 50, 20;ethanol;200
XXXIV445_;;;;terrestrial;;;;;;;;;;
XXXIV446_;;;;terrestrial;;;;;;;;;;
XXXIV456_;;;;terrestrial;;;;;;;;;;
XXXIV4457_;;;;terrestrial;;;;;;;;;;
XXXIV461_;;;;terrestrial;;;;;;;;;;
Daphnia_;;;;;;;;;;;;;;
Blank_;;;;;;;;;;;;;;
